31383;100 FEET FROM SR 1152 (HOLLY SPRINGS RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-03 17:57:40+00:00;2017
31391;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-03 22:51:34+00:00;2017
31397;CARY;COARSE ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-04 23:42:25+00:00;2017
31405;200 FEET FROM US 1 HWY;CONCRETE;DRY;DAYLIGHT;CLEAR;2017-11-06 14:15:59+00:00;2017
31407;189 FEET FROM P.V.A. (102 GREGSON DR);CONCRETE;DRY;DARK - LIGHTED ROADWAY;CLOUDY;2017-11-05 19:44:16+00:00;2017
31411;423 FEET FROM 209 E DURHAM RD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-06 02:35:20+00:00;2017
31419;.1 MILES FROM P.V.A (238 GRANDE HEIGHTS DR);COARSE ASPHALT;DRY;DAYLIGHT;CLOUDY;2017-11-04 19:38:09+00:00;2017
31421;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLOUDY;2017-11-07 11:14:28+00:00;2017
31429;.4 MILES FROM US 1;CONCRETE;WET;DARK - LIGHTED ROADWAY;CLOUDY;2017-11-07 22:18:40+00:00;2017
31431;10 FEET FROM SR 1300 (KILDARE FARM RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2017-11-07 18:10:49+00:00;2017
31441;300 FEET FROM SR 1313 WALNUT ST;SMOOTH ASPHALT;WET;DUSK;RAIN;2017-11-08 22:29:32+00:00;2017
31448;100 FEET FROM MILLS PARK DR;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2017-11-09 12:52:29+00:00;2017
31449;.5 MILES FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2017-11-09 14:41:40+00:00;2017
31451;300 FEET FROM PVA AT 7210 TRYON RD;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2017-11-09 17:30:00+00:00;2017
31453;CARY;;;;CLOUDY;2017-09-07 04:00:00+00:00;2017
31456;CARY;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2017-11-09 00:31:46+00:00;2017
31457;1000 FEET FROM DAVIS DR SR 1613;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-11 02:01:20+00:00;2017
31467;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-10 12:50:39+00:00;2017
31475;100 FEET FROM KIRKFIELD DR;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-11 02:57:22+00:00;2017
31478;0.13 MILES FROM SR 1652 (N HARRISON AV);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-11 17:25:00+00:00;2017
31481;.42 MILES FROM HWY US 1;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-11 17:18:00+00:00;2017
31491;300 FEET FROM P.V.A. (945 N HARRISON AV);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-10 17:47:00+00:00;2017
31497;200 FEET FROM SR 1313 WALNUT ST;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-11 00:05:13+00:00;2017
31498;100 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2017-11-09 21:47:45+00:00;2017
31500;10 FEET FROM NC 54 (CHAPEL HILL RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-10 23:20:35+00:00;2017
31501;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-10 23:52:12+00:00;2017
31517;.836 MILES FROM US 1 HWY;GROOVED CONCRETE;DRY;DAYLIGHT;CLEAR;2017-11-13 21:42:47+00:00;2017
31518;CARY;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2017-11-14 01:33:09+00:00;2017
31527;.13 MILES FROM 681 CARY TOWNE BLVD;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-13 18:08:25+00:00;2017
31529;100 FEET FROM CHANSON DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-12 18:10:59+00:00;2017
31534;100 FEET FROM SR 1613 (DAVIS DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-14 20:24:01+00:00;2017
31538;0 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-06 21:52:25+00:00;2017
31544;200 FEET FROM SR 1009 TRYON RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-10 16:26:00+00:00;2017
31563;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-16 14:57:54+00:00;2017
31567;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-17 01:25:06+00:00;2017
31568;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-16 20:16:47+00:00;2017
31573;100 FEET FROM SR 1415 (SE MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-17 12:26:25+00:00;2017
31574;80 FEET FROM PVA 423 CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-17 17:16:00+00:00;2017
31578;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-17 17:41:00+00:00;2017
31584;100 FEET FROM ROGER ALLEY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-19 16:51:00+00:00;2017
31588;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-19 21:47:57+00:00;2017
31592;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-17 22:48:25+00:00;2017
31603;.8 MILES FROM US 1;CONCRETE;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-16 23:00:03+00:00;2017
31606;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-11 14:21:13+00:00;2017
31612;.104 MILES FROM SR1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-20 16:54:00+00:00;2017
31624;0 FEET FROM SR 1415 (NW MAYNARD RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-21 04:14:00+00:00;2017
31629;.2 MILES FROM MCCRIMMON PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-21 17:19:00+00:00;2017
31642;.19 MILES FROM P.V.A. (525 NEW WAVERLY PL);SMOOTH ASPHALT;DRY;UNKNOWN;CLEAR;2017-11-22 04:03:00+00:00;2017
31643;.15 MILES FROM SR 3977 SW CARY PKWY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-22 01:01:55+00:00;2017
31649;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-17 21:49:43+00:00;2017
31652;300 FEET FROM P.V.A (1151 TRYON VILLAGE DR);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-25 18:46:02+00:00;2017
31654;0 FEET FROM SR 1652 (HARRISON AVE);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-23 01:38:39+00:00;2017
31655;50 FEET FROM 1 HWY ON RAMP;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-23 23:21:31+00:00;2017
31668;400 FEET FROM SR 1613 DAVIS DR;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-22 00:15:57+00:00;2017
31673;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-23 01:45:51+00:00;2017
31676;0 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAWN;CLEAR;2017-11-22 12:53:00+00:00;2017
31678;30 FEET FROM SR 3977 (SW CARY PKWY);SMOOTH ASPHALT;DRY;DUSK;CLEAR;2017-11-22 22:21:35+00:00;2017
31679;100 FEET FROM SR 1652 (N HARRISON AV);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-24 10:25:45+00:00;2017
31690;.1 MILES FROM SR 3977 (SW CARY PKWY);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-25 00:14:05+00:00;2017
31697;430 FEET FROM HIGH HOUSE RD (SR1615);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLOUDY;2017-11-24 08:18:31+00:00;2017
31698;0 FEET FROM (NC54) CHAPEL HILL RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-27 12:26:28+00:00;2017
31699;300 FEET FROM 100 SE MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-27 13:05:44+00:00;2017
31700;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-26 17:22:00+00:00;2017
31714;300 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-28 14:04:38+00:00;2017
31717;CARY;;;;CLOUDY;2017-09-07 17:52:37+00:00;2017
31720;95 FEET FROM PVA QUALITY MART 7411 CHAPEL H;CONCRETE;DRY;DAYLIGHT;CLEAR;2017-11-28 17:06:00+00:00;2017
31733;.5 MILES FROM US1;GROOVED CONCRETE;DRY;DAYLIGHT;CLEAR;2017-11-28 21:22:57+00:00;2017
31738;10 FEET FROM SR-1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-29 21:18:36+00:00;2017
31740;136 FEET FROM SR 3081 (CHAPEL HILL RD);SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2017-11-30 00:15:58+00:00;2017
31742;300 FEET FROM US HWY 1N;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-11-30 00:00:00+00:00;2017
31754;200 FEET FROM PVA (4010 CONVENIENCELNY);GROOVED CONCRETE;DRY;DAYLIGHT;CLEAR;2017-11-30 17:49:00+00:00;2017
31760;200 FEET FROM US 64;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-30 19:41:42+00:00;2017
31767;100 FEET FROM SR 3977 (CARY PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-30 16:44:00+00:00;2017
31771;30 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DUSK;CLOUDY;2017-11-30 22:11:09+00:00;2017
31773;1 MILES FROM US 1;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-01 12:38:32+00:00;2017
31783;.05 MILES FROM SR-1415 (NE MAYNARD RD);SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2017-12-02 19:18:54+00:00;2017
31786;.5 MILES FROM SR 1615 (HIGH HOUSE RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-03 21:33:03+00:00;2017
31788;.16 MILES FROM CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-12-03 23:17:05+00:00;2017
31810;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-03 18:56:41+00:00;2017
31813;60 FEET FROM 929 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-11-30 21:20:06+00:00;2017
31814;25 FEET FROM P.V.A. 1387 SE MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-01 19:44:35+00:00;2017
31816;.1 MILES FROM QUEENSFERRY RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-01 19:21:48+00:00;2017
31818;200 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2017-12-02 02:08:14+00:00;2017
31825;40 FEET FROM S.R. 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-04 13:28:23+00:00;2017
31828;.25 MILES FROM SR 1632 (LOUIS STEPHENS DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-04 16:52:00+00:00;2017
31831;115 FEET FROM 100 HEMPSTEAD CT;SMOOTH ASPHALT;OTHER *;DAYLIGHT;CLOUDY;2017-12-02 21:32:13+00:00;2017
31848;50 FEET FROM S.R. 5808 (E. CHATHAM ST.);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2017-12-05 15:46:00+00:00;2017
31850;50 FEET FROM SR 1655 (TRINITY RD);SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2017-12-06 14:04:39+00:00;2017
31851;0 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-04 20:00:42+00:00;2017
31865;0 FEET FROM SR-1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;FREEZING RAIN;2017-12-06 23:43:01+00:00;2017
31867;160 FEET FROM SR 1010 (TEN TEN RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-05 19:15:37+00:00;2017
31869;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-12-07 15:01:00+00:00;2017
31887;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2017-12-08 18:39:52+00:00;2017
31892;200 FEET FROM P.V.A. 155 PARKWAY OFFICE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-07 21:14:31+00:00;2017
31894;200 FEET FROM SR 1655 (TRINITY RD);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2017-12-09 03:42:00+00:00;2017
31905;400 FEET FROM PVA (7129 OKELLY CHAPEL RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2017-12-08 20:49:05+00:00;2017
31916;.2 MILES FROM PVA 107 EDINBURGH DR;SMOOTH ASPHALT;WET;DARK - UNKNOWN LIGHTING;RAIN;2017-12-08 11:47:58+00:00;2017
31919;.1 MILES FROM 1101 BUCK JONES RD (PVA);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-10 15:54:00+00:00;2017
31924;176 FEET FROM SR 3112 (NW CARY PKWY);SMOOTH ASPHALT;WET;DAYLIGHT;FREEZING RAIN;2017-12-08 20:34:05+00:00;2017
31932;10 FEET FROM SMOKEMONT DR;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-11 13:16:43+00:00;2017
31934;400 FEET FROM PVA OF 1002 E. CHATHAM ST;GRAVEL;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2017-12-12 02:08:47+00:00;2017
31936;.1 MILES FROM US HWY 1;CONCRETE;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2017-12-11 23:02:49+00:00;2017
31940;60 FEET FROM SR 1630 (GREEN LEVEL CHRUCH RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-11 07:43:41+00:00;2017
31941;.1 MILES FROM 1184 PARKSIDE MAIN ST;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-12-12 02:48:12+00:00;2017
31943;.25 MILES FROM PVA (GREEN HOPE ES);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-11 19:49:16+00:00;2017
31954;.3 MILES FROM PVA (1 QUALITY LN);CONCRETE;DRY;DAYLIGHT;CLOUDY;2017-12-12 15:53:00+00:00;2017
31960;470 FEET FROM PVA-7612 ROBERTS RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2017-12-13 01:32:14+00:00;2017
31965;20 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-13 12:21:26+00:00;2017
31972;450 FEET FROM SR1653 (EVANS RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-12-12 19:06:10+00:00;2017
31978;118 FEET FROM PVA 111 BROOKS PARK LN;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-12-12 21:47:50+00:00;2017
31987;0 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-14 17:59:00+00:00;2017
31991;200 FEET FROM P.V.A. (1815 WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-14 21:01:22+00:00;2017
31992;200 FEET FROM 1105 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-14 19:24:42+00:00;2017
31995;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-12-15 02:27:29+00:00;2017
32000;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-15 12:02:55+00:00;2017
32003;.012 MILES FROM SR 1152 (HOLLY SPRINGS RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-15 14:53:57+00:00;2017
32012;69 FEET FROM P.V.A. (7307 TRYON RD);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2017-12-18 00:14:19+00:00;2017
32015;.2 MILES FROM SR 1315 (BUCK JONES RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-16 01:03:16+00:00;2017
32016;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-12-16 02:53:04+00:00;2017
32017;5 FEET FROM SR 3977 (SW CARY PKWY);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-16 13:36:52+00:00;2017
32018;.2 MILES FROM SR 1315 (BUCK JONES RD);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-16 17:53:00+00:00;2017
32022;25 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-12-15 23:27:22+00:00;2017
32038;200 FEET FROM SR 1315 (BUCK JONES RD);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-18 16:49:00+00:00;2017
32041;.5 MILES FROM S.R. 1300(KILDAIRE FARM ROAD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-18 19:31:59+00:00;2017
32046;0 FEET FROM WESTON PKWY;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2017-12-18 22:39:19+00:00;2017
32052;0.1 MILES FROM 2430 WALNUT ST (PVA);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-18 19:45:28+00:00;2017
32062;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-12-19 23:23:37+00:00;2017
32064;.50 MILES FROM US1 NB HWY;CONCRETE;DRY;DUSK;CLEAR;2017-12-19 21:44:55+00:00;2017
32066;50 FEET FROM HIGH HOUSE RD (SR1615);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-19 19:21:47+00:00;2017
32067;20 FEET FROM SR 1415 (SE MAYNARD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2017-12-20 15:33:00+00:00;2017
32069;37 FEET FROM SR 3977  (CARY PARKWAY);COARSE ASPHALT;WET;DAYLIGHT;RAIN;2017-12-20 18:38:23+00:00;2017
32077;250 FEET FROM SR 3081 (CHAPEL HILL RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2017-12-20 16:23:00+00:00;2017
32080;60 FEET FROM EVANS ESTATES DR;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2017-12-20 17:48:00+00:00;2017
32081;.10 MILES FROM P.V.A. (405 CROSSROADS BLVD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-19 18:25:03+00:00;2017
32082;.04 MILES FROM SR-1315 (BUCK JONES RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2017-12-20 19:31:50+00:00;2017
32088;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-21 13:11:42+00:00;2017
32097;.20 MILES FROM SR1497 (CARY TOWNE BLVD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-21 22:07:20+00:00;2017
32100;.1 MILES FROM SR 1615 (HIGH HOUSE RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-12-21 22:34:25+00:00;2017
32108;391 FEET FROM P.V.A. WHITE OAK PARK (1236 SR;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;CLOUDY;2017-12-20 23:26:11+00:00;2017
32111;300 FEET FROM PVA 1261 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-21 17:22:00+00:00;2017
32121;5 FEET FROM CRESCENT GREEN;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2017-12-22 21:52:35+00:00;2017
32132;188 FEET FROM P.V.A. (427 CROSSROADS BLVD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2017-12-23 17:05:00+00:00;2017
32133;20 FEET FROM US 1 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2017-12-23 17:40:00+00:00;2017
32143;100 FEET FROM CECELIA DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2017-12-22 21:26:31+00:00;2017
32148;116 FEET FROM P.V.A. (2323 NW MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-26 18:11:45+00:00;2017
32159;CARY;SMOOTH ASPHALT;DRY;DUSK;CLOUDY;2017-12-26 22:11:28+00:00;2017
32160;.10 MILES FROM I 40 RAMP EB TO HARRISON AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-27 21:09:40+00:00;2017
32161;2 MILES FROM US 1;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLOUDY;2017-12-26 23:53:06+00:00;2017
32164;380 FEET FROM BELLE GATE PL;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2017-12-27 15:12:00+00:00;2017
32166;.3 MILES FROM SR 1002 (AVIATION PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-28 13:49:48+00:00;2017
32170;200 FEET FROM 275 CONVENTION DR (PVA);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-28 16:07:00+00:00;2017
32171;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-28 16:11:00+00:00;2017
32179;75 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-29 18:19:52+00:00;2017
32181;50 FEET FROM SR-1009 TRYON RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-29 20:04:42+00:00;2017
32190;151 FEET FROM PRESTON VILLAGE WAY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-12-31 05:09:00+00:00;2017
32197;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-29 19:28:35+00:00;2017
32199;160 FEET FROM P.V.A. (111 JAMES JACKSON AV);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-12-29 18:57:00+00:00;2017
32209;25 FEET FROM P.V.A. 200 WRENN DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2018-01-02 19:35:37+00:00;2018
8540;300 FEET FROM US 1 SB;SMOOTH ASPHALT;WATER (STANDING, MOVING);DAYLIGHT;RAIN;2013-07-01 11:59:51+00:00;2013
8543;200 FEET FROM N HARRISON AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-06-21 21:44:53+00:00;2013
8548;0 FEET FROM HIGH HOUSE RD (SR 1615);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-06-29 19:19:20+00:00;2013
8558;0 FEET FROM GRIFFIS ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-07-02 10:43:28+00:00;2013
8559;100 FEET FROM TROLLYSTONE CT;SMOOTH ASPHALT;UNKNOWN;UNKNOWN;CLOUDY;2013-07-02 21:39:03+00:00;2013
8563;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-07-02 17:24:50+00:00;2013
8566;10 FEET FROM CORNERSTONE DR;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-07-02 20:08:57+00:00;2013
8570;.02 MILES FROM (SR 3977) SE CARY PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-07-03 17:34:06+00:00;2013
8573;.25 MILES FROM US 1 HWY NB RAMP;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-07-03 20:33:31+00:00;2013
8587;0 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-07-02 20:53:11+00:00;2013
8596;200 FEET FROM PVA 8745 HOLLY SPRINGS RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-07-07 23:30:10+00:00;2013
8597;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-07-03 16:47:00+00:00;2013
8598;.26 MILES FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-07-03 22:02:39+00:00;2013
8600;345 FEET FROM WALNUT ST (SR 1313);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-07-05 21:28:45+00:00;2013
8602;150 FEET FROM HOLLY SPRINGS RD (SR 1152);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-07-05 19:56:21+00:00;2013
8604;20 FEET FROM CONNEMARA DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-07-05 20:02:59+00:00;2013
8606;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-07-05 03:05:00+00:00;2013
8611;10 FEET FROM 1805 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-07-07 16:25:00+00:00;2013
8616;0 FEET FROM SR 3084 (EVANS RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-07-06 02:54:00+00:00;2013
8618;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-07-08 13:31:28+00:00;2013
8625;1500 FEET FROM SR1415 SE MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-07-09 13:09:19+00:00;2013
8627;20 FEET FROM SR 1300 (KILDAIRE FARM RD);COARSE ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-07-09 14:06:00+00:00;2013
8634;CARY;;;;CLOUDY;2013-07-10 11:24:22+00:00;2013
8638;50 FEET FROM US 1 SB RAMP TO HWY 64 WB;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-07-10 20:00:15+00:00;2013
8639;50 FEET FROM KILDAIRE FARM RD (SR 1300);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-07-09 22:37:30+00:00;2013
8643;400 FEET FROM TRYON RD (SR 1009);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-07-10 21:45:43+00:00;2013
